[INFO] 2018-03-30 09:35:43,955 ExtentManager setUp - Running Mobile banking API Automation testing on mPAY 4.0

[INFO] 2018-03-30 09:35:44,099 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-03-30 09:35:44,102 ExtentManager sendReq - Request : Generate MMID
[INFO] 2018-03-30 09:35:44,744 ExtentManager sendReq - Hmaced Request : 810d5a6b6bfc86a6fc38d8131d7a5964f4a4cdc1994b624ec0cc8e3577d4c359*!9894060407APIM;Y;15316170605690416310253121025515855714;001;463795;123457;4.0;2478623864983269;120144645797902587393804420393446783295
[INFO] 2018-03-30 09:35:45,827 ExtentManager sendReq - Response received from Server : IM00;5012XXXXXX349283*9060124#2011XXXXX800065*9060148#5012XXXXXX000000*9060159#5012XXXXXX849862*9060308#5012XXXXXX849860*9060325#2478XXXXXX983269*9060387#2011XXXXX800005*9060427#5012XXXXXX849800*9060488#5012XXXXXX349826*9060683#5012XXXXXX849822*9060831;1;N;30/03/2018 09:36;TXNID:808909245503;BID:C463795
[INFO] 2018-03-30 09:35:45,827 ExtentManager sendReq - Transaction ID : 808909245503
[INFO] 2018-03-30 09:35:45,827 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-03-30 09:35:45,827 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-03-30 09:35:45,828 ExtentManager sendReq - Request : IMPSP2PInstantPayment
[INFO] 2018-03-30 09:35:45,828 ExtentManager sendReq - Hmaced Request : a5c3bdb22bfe39233dc080e73fc0660a4ed201ba9848740c97af7de76611b7f6*!9894060407APQI;Y;15316170605690416310253121025515855714;9894011000;9240123;20;IMPSTest;463795;123457;4.0;2478623864983269;47730393917581648402210229941058798284
[INFO] 2018-03-30 09:35:50,141 ExtentManager sendReq - Response received from Server : QI00;Your a/c no. XXXXXXXX3269 is debited for Rs. 25.00 on 30-03-18 and a/c linked to mobile 9XXXXXX000 credited (IMPS Ref no 808909245504);30/03/2018 09:36;TXNID:808909245504;BID:C463795
[INFO] 2018-03-30 09:35:50,142 ExtentManager sendReq - Transaction ID : 808909245504
[INFO] 2018-03-30 09:35:50,143 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-03-30 09:35:50,160 ExtentManager sendReq - ******************************START******************************
