[INFO] 2018-04-03 16:16:32,962 ExtentManager setUp - Running Mobile banking API Automation testing on mPAY 4.0

[INFO] 2018-04-03 16:16:33,371 ExtentManager sendReqAppLogin - ******************************START******************************
[INFO] 2018-04-03 16:16:33,371 ExtentManager sendReqAppLogin - Request : App Login
[INFO] 2018-04-03 16:16:33,702 ExtentManager sendReqAppLogin - Hmaced Request : dbdfeaa053da3719490e28b7fb84e9b9adbb7ffae68d143f46c750b9e9fa91ff*!9894060407APGC;BVD:4.0.9%23ANDROID7.1.1%23H1920W1080%23LENOVO+Lenovo+K8+Plus%2310.175.117.48%2312.8354858%2C80.2235916%3B463795;123457;4.0;0;37441794697793454395700561109157732820
[INFO] 2018-04-03 16:16:35,431 ExtentManager sendReqAppLogin - Response received from Server : GC00;N; ; ;N; ; ;Y;7ffffffffffff0ef;ffffffffffffffff;ffffffffffffffff;N;N;N;0508;http://www.freshersopenings.in/wp-content/uploads/2013/08/fss-logo.jpg;BID:C463795
[INFO] 2018-04-03 16:16:35,431 ExtentManager sendReqAppLogin - ******************************END********************************

[INFO] 2018-04-03 16:16:35,437 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:35,438 ExtentManager sendReq - Request : Balance Enquiry
[INFO] 2018-04-03 16:16:35,439 ExtentManager sendReq - Hmaced Request : 531854c0a7322d8da7b41f8381fe447c7de0501f039d5dca47c72f2ede8753dd*!9894060407APBE;Y;15316170605690416310253121025515855714;463795;123457;4.0;2478623864983269;43215299865888181786156236870518325441
[INFO] 2018-04-03 16:16:36,700 ExtentManager sendReq - Response received from Server : BEIM;Invalid mPIN. Please try again.;03/04/2018 16:17;TXNID:809316246709;BID:C463795
[INFO] 2018-04-03 16:16:36,700 ExtentManager sendReq - Transaction ID : 809316246709
[INFO] 2018-04-03 16:16:37,476 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:37,481 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:37,481 ExtentManager sendReq - Request : Mini statement
[INFO] 2018-04-03 16:16:37,482 ExtentManager sendReq - Hmaced Request : 0809f4f427f2b1423e5907835787c0633d79e77de44ac90b6eba225ad7702a27*!9894060407APMS;Y;15316170605690416310253121025515855714;463795;123457;4.0;2478623864983269;14954142624266856051431698432338003366
[INFO] 2018-04-03 16:16:38,673 ExtentManager sendReq - Response received from Server : MSIM;Invalid mPIN. Please try again.;03/04/2018 16:17;TXNID:809316246710;BID:C463795
[INFO] 2018-04-03 16:16:38,674 ExtentManager sendReq - Transaction ID : 809316246710
[INFO] 2018-04-03 16:16:38,734 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:38,737 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:38,737 ExtentManager sendReq - Request : Transaction History
[INFO] 2018-04-03 16:16:38,738 ExtentManager sendReq - Hmaced Request : 252d9533ff6f9588efcc5dffa6ff32a4303234147ef17bbccde7855bc2d04d50*!9894060407APTH;Y;15316170605690416310253121025515855714;001;463795;123457;4.0;2478623864983269;122940461236809174545092986263851466208
[INFO] 2018-04-03 16:16:39,899 ExtentManager sendReq - Response received from Server : TH09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246711;BID:C463795
[INFO] 2018-04-03 16:16:39,899 ExtentManager sendReq - Transaction ID : 809316246711
[INFO] 2018-04-03 16:16:39,954 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:39,957 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:39,957 ExtentManager sendReq - Request : Generate MMID
[INFO] 2018-04-03 16:16:39,958 ExtentManager sendReq - Hmaced Request : 58458e632267d90062d101436b664ad8ac7052f3f85ea3df62b5357c67dddc4d*!9894060407APIM;Y;15316170605690416310253121025515855714;001;463795;123457;4.0;2478623864983269;159982486942347982122852541997006765540
[INFO] 2018-04-03 16:16:41,003 ExtentManager sendReq - Response received from Server : IM09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246712;BID:C463795
[INFO] 2018-04-03 16:16:41,004 ExtentManager sendReq - Transaction ID : 809316246712
[INFO] 2018-04-03 16:16:41,068 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:41,077 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:41,078 ExtentManager sendReq - Request : Retrieve MMID
[INFO] 2018-04-03 16:16:41,081 ExtentManager sendReq - Hmaced Request : b9677ddef6e3468267106499466fc17a011d1599c0c0be6b87285f5806a499a5*!9894060407APS6;Y;15316170605690416310253121025515855714;2478623864983269;463795;123457;4.0;2478623864983269;176359456254004709949001931518396140279
[INFO] 2018-04-03 16:16:42,363 ExtentManager sendReq - Response received from Server : S609;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246713;BID:C463795
[INFO] 2018-04-03 16:16:42,364 ExtentManager sendReq - Transaction ID : 809316246713
[INFO] 2018-04-03 16:16:42,427 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:42,437 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:42,438 ExtentManager sendReq - Request : Generate MMID
[INFO] 2018-04-03 16:16:42,441 ExtentManager sendReq - Hmaced Request : 74bd4a559b5df4ee6fcf623beb420744515c5f5a4c9c650d13051a23a0d5947a*!9894060407APIM;Y;15316170605690416310253121025515855714;001;463795;123457;4.0;2478623864983269;59257295706312114144624991267758533551
[INFO] 2018-04-03 16:16:43,624 ExtentManager sendReq - Response received from Server : IM09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246714;BID:C463795
[INFO] 2018-04-03 16:16:43,627 ExtentManager sendReq - Transaction ID : 809316246714
[INFO] 2018-04-03 16:16:43,690 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:43,691 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:43,692 ExtentManager sendReq - Request : Cancel MMID All
[INFO] 2018-04-03 16:16:43,695 ExtentManager sendReq - Hmaced Request : 0052fc4a6d0eb9a3af91cfb174fde654e60b3eef4490f94031455140641b18c7*!9894060407APRC;Y;15316170605690416310253121025515855714;ALL;463795;123457;4.0;2478623864983269;27971830733949970522155978872381268651
[INFO] 2018-04-03 16:16:44,798 ExtentManager sendReq - Response received from Server : RC09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246715;BID:C463795
[INFO] 2018-04-03 16:16:44,799 ExtentManager sendReq - Transaction ID : 809316246715
[INFO] 2018-04-03 16:16:44,863 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:44,871 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:44,872 ExtentManager sendReq - Request : Generate MMID
[INFO] 2018-04-03 16:16:44,875 ExtentManager sendReq - Hmaced Request : 5f7bd0292fed7b90239f0285ed337473a215be802827b137754058668274bd93*!9894060407APIM;Y;15316170605690416310253121025515855714;001;463795;123457;4.0;2478623864983269;148873787344977634575117953220869774155
[INFO] 2018-04-03 16:16:45,947 ExtentManager sendReq - Response received from Server : IM09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246716;BID:C463795
[INFO] 2018-04-03 16:16:45,964 ExtentManager sendReq - Transaction ID : 809316246716
[INFO] 2018-04-03 16:16:46,030 ExtentManager sendReq - ******************************END********************************

[INFO] 2018-04-03 16:16:46,030 ExtentManager sendReq - ******************************START******************************
[INFO] 2018-04-03 16:16:46,031 ExtentManager sendReq - Request : Cancel MMID Single
[INFO] 2018-04-03 16:16:46,033 ExtentManager sendReq - Hmaced Request : c18cf6b52a4f0ead5304610ca5112b847b10255950010ed1b16f5287b66dc8a9*!9894060407APRC;Y;15316170605690416310253121025515855714;2478623864983269;463795;123457;4.0;2478623864983269;43931458250084744508231823653716594626
[INFO] 2018-04-03 16:16:46,898 ExtentManager sendReq - Response received from Server : RC09;Your account has been blocked / deactivated;03/04/2018 16:17;TXNID:809316246717;BID:C463795
[INFO] 2018-04-03 16:16:46,904 ExtentManager sendReq - Transaction ID : 809316246717
